Global_ID,Original_Image,X_Center_Global,Y_Center_Global,Diameter,Depth_Est,Morphology,Confidence,Quadrant
375,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,676.48,1036.7,8.6,2.47,Simple,0.28,SW
376,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,847.44,650.98,16.73,4.82,Complex/Overlapping,0.28,NW
377,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,748.2,681.12,9.01,2.59,Simple,0.27,NW
378,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,1014.57,646.88,13.76,3.96,Simple,0.27,NE
379,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,1150.58,691.28,9.95,2.86,Simple,0.27,NE
380,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,712.75,724.33,10.35,2.98,Simple,0.26,NW
381,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,1248.37,662.81,10.34,2.98,Simple,0.26,NE
382,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,919.02,729.32,16.67,4.8,Complex/Overlapping,0.26,NW
383,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,1006.47,1227.79,12.64,3.64,Simple,0.26,SE
384,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,1270.75,958.39,29.75,8.56,Degraded,0.25,NE
385,44b58ec0-1257-4e41-ae34-7b6d30027183.jpg,1269.41,992.51,16.07,4.62,Complex,0.25,SE
